Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	tree_length
4752	-931.6461	-1076.058	144.4118	0.0672145	0.00316671	0.0159743	0.000369684	0.00831731	0.00301432	0.00591218	0.0153153	0.0242024	0.00115365	0.00341163	0.00312349	0.00377771	0.00462163	0.000730937	0.00200624	0.000912078	0.006363	0.0080169	0.00286568	0.0020068	0.00990368	0.00868251	3.7367e-05	0.0012565	0.00045663	0.000686333	0.0053079	0.0179641	0.00426676	0.00667278	9.56022e-05	0.00821585	0.00413732	0.000474742	0.00500376	0.0145133	0.00647005	0.0143652	0.00937347	0.00527245	0.0100134	0.00139898	0.00387731	0.00315993	0.00532976	0.0107864	0.0133525	0.0129973	0.0489199	0.000583956	0.00398058	0.000183617	0.0177197	0.00039216	0.00178838	0.0147912	0.00844061	0.0196349	0.00365416	0.00392235	0.0549875	0.022684	0.0123906	0.00363226	0.00410672	0.027714	0.0448157	0.00568552	0.00192785	0.0112554	0.0279749	0.00969914	0.0778116	0.0067756	0.0407689	0.0341906	0.0440265	0.0403187	0.0238212	0.000638667	0.0048479	0.00029508	0.00699449	0.0141679	0.0778006	0.287826	0.678045	1.47483	3.47432	12.8534	1.846433	0.0664115	0.00312888	0.0157835	0.000365268	0.00821795	0.00297831	0.00584156	0.0151324	0.0239133	0.00113987	0.00337088	0.00308618	0.00373258	0.00456642	0.000722205	0.00198227	0.000901182	0.00628699	0.00792113	0.00283145	0.00198283	0.00978537	0.00857878	3.69206e-05	0.00124149	0.000451175	0.000678134	0.00524449	0.0177495	0.00421579	0.00659306	9.44601e-05	0.0081177	0.00408789	0.000469071	0.00494398	0.0143399	0.00639276	0.0141936	0.0092615	0.00520947	0.00989379	0.00138227	0.00383099	0.00312218	0.00526609	0.0106575	0.0131929	0.012842	0.0483355	0.00057698	0.00393303	0.000181423	0.017508	0.000387476	0.00176702	0.0146145	0.00833978	0.0194003	0.00361051	0.0038755	0.0543306	0.022413	0.0122426	0.00358887	0.00405766	0.027383	0.0442803	0.0056176	0.00190482	0.011121	0.0276407	0.00958327	0.0768821	0.00669466	0.0402819	0.0337822	0.0435005	0.039837	0.0235367	0.000631038	0.00478998	0.000291555	0.00691093	0.0139986	1.01209
4788	-917.4971	-1061.909	144.4121	0.0579456	0.0132906	0.00815814	0.00391783	0.00218109	0.00152991	0.00896707	0.0025132	0.015355	0.00905251	0.00538281	0.00763351	0.00396214	0.0104849	0.0098867	0.00647698	0.0031635	0.000592763	0.002294	0.000575083	0.0111727	0.00705847	0.00361872	0.00255447	0.00179635	0.00528935	0.000194126	0.00066564	0.0863512	0.00772133	0.0146738	0.000244834	0.00385767	0.0117634	0.00285272	0.00643651	0.00145353	0.0242628	0.0231889	0.00919162	0.00620439	0.00374223	0.00337858	0.0190653	0.0334763	0.000347766	0.0389916	0.00558808	0.0284371	0.0116074	0.0634566	0.00299013	0.0208656	0.0502	0.0217584	0.00567545	0.0104818	0.00372781	0.00485683	0.000610286	0.0685371	0.00467235	0.0211885	0.0675087	0.0576771	0.0175877	0.0483807	0.00908815	0.00138007	0.0050357	9.34999e-05	0.0349372	0.00610682	0.0215105	0.0253139	0.0020677	0.0448118	0.0161552	0.0137542	0.0105315	0.00851432	0.014119	0.00367244	0.00456562	0.0113343	0.112562	0.344637	0.717242	1.39423	2.9016	8.88396	1.579361	0.0462929	0.0106179	0.00651756	0.00312996	0.00174248	0.00122225	0.00716381	0.0020078	0.0122672	0.00723207	0.00430034	0.00609843	0.00316537	0.00837638	0.00789851	0.00517448	0.00252733	0.00047356	0.00183269	0.000459435	0.00892594	0.00563903	0.00289101	0.00204077	0.00143511	0.00422568	0.000155088	0.000531781	0.0689862	0.00616859	0.0117229	0.000195598	0.0030819	0.00939782	0.00227905	0.00514214	0.00116123	0.0193836	0.0185257	0.0073432	0.00495671	0.00298968	0.00269916	0.0152313	0.0267443	0.000277831	0.0311505	0.00446433	0.0227185	0.00927319	0.0506956	0.00238882	0.0166696	0.0401049	0.0173828	0.00453413	0.00837392	0.00297816	0.00388014	0.000487559	0.0547545	0.00373275	0.0169275	0.0539328	0.0460784	0.0140509	0.0386515	0.00726054	0.00110254	0.00402303	7.46973e-05	0.0279114	0.00487876	0.0171848	0.0202233	0.00165189	0.0358003	0.0129064	0.0109883	0.00841363	0.00680212	0.0112797	0.00293392	0.00364749	0.00905498	1.251717
4824	-915.5284	-1059.947	144.4186	0.039994	0.0308405	0.0121209	0.00958994	0.00380288	0.00351287	0.0034569	0.0118809	0.0203764	0.0233623	0.00392461	0.0109636	0.00112001	0.00478981	0.0076638	0.00217636	0.00379992	0.00165607	0.00123516	0.00222533	0.00446582	0.00335888	0.00232056	0.00136994	0.000287598	0.00530897	0.000703995	0.0026265	0.0377416	0.00465838	0.0062869	0.000298544	0.00378672	0.00254277	0.00103694	0.00720182	0.00102448	0.0229423	0.00635589	0.00637114	0.0114928	0.0111345	0.00866688	0.0256681	0.00584058	0.00167525	0.0351591	0.0122748	0.0149165	0.004821	0.0923547	0.00308965	0.0250191	0.0353605	0.00675747	0.0132546	0.0213089	0.00881341	0.00682948	0.00188037	0.0342822	0.00291193	0.034148	0.0602224	0.0535671	0.0262631	0.0240847	0.00150715	0.0164067	0.0181789	0.000615928	0.0402772	0.00250278	0.0193962	0.015661	0.00290725	0.0395458	0.0328084	0.00570659	0.00132345	0.0066943	0.00780456	0.00331148	0.00461351	0.00447951	0.0926806	0.313471	0.696343	1.43607	3.19008	10.7897	1.719889	0.0355591	0.0274206	0.0107768	0.00852651	0.00338118	0.00312333	0.00307357	0.0105634	0.0181168	0.0207717	0.00348941	0.00974782	0.000995809	0.00425867	0.00681396	0.00193502	0.00337855	0.00147243	0.00109819	0.00197857	0.0039706	0.00298642	0.00206324	0.00121803	0.000255706	0.00472026	0.000625929	0.00233525	0.0335564	0.00414182	0.00558975	0.000265439	0.00336681	0.0022608	0.00092195	0.00640321	0.00091088	0.0203983	0.00565108	0.00566464	0.0102183	0.00989981	0.00770581	0.0228218	0.00519292	0.00148948	0.0312603	0.0109136	0.0132624	0.0042864	0.0821135	0.00274704	0.0222448	0.0314394	0.00600813	0.0117848	0.018946	0.0078361	0.00607216	0.00167185	0.0304806	0.00258902	0.0303614	0.0535444	0.047627	0.0233508	0.0214139	0.00134002	0.0145874	0.016163	0.000547628	0.0358109	0.00222525	0.0172454	0.0139243	0.00258486	0.0351606	0.0291703	0.00507379	0.00117669	0.00595197	0.00693911	0.00294427	0.00410192	0.00398278	1.12472
4860	-929.8459	-1074.232	144.386	0.00458683	0.011236	0.0065163	0.00653697	0.00248551	0.00081842	0.0023573	0.0111086	0.00778241	0.00409372	0.00320916	0.00687924	0.00224755	0.00242746	0.00166538	0.00275843	0.00920608	6.68021e-06	0.00252997	6.39927e-05	0.00050797	0.0013713	0.00928712	0.00263109	1.74799e-05	0.000293243	0.000154221	0.00145835	0.0340339	0.00313838	0.00549369	0.000267009	0.00248544	0.000497483	0.00494344	0.00454129	0.0005485	0.0049784	0.0100811	0.00225128	0.00816606	0.012357	0.00643944	0.00441584	0.00950787	0.00144812	0.00726098	0.00358088	0.00336774	0.00443065	0.0266796	0.000922035	0.00805455	0.0155601	0.00153325	0.0041682	0.0114086	0.000969538	0.00284131	0.00501357	0.01176	0.00359548	0.0226044	0.0324598	0.0294767	0.0165402	0.0125957	0.00132223	0.00105579	0.00127294	0.00778267	0.012718	0.0247031	0.00792605	0.00299016	0.00154575	0.0200454	0.0254195	0.005959	0.000180846	0.00109869	0.00230847	0.00210157	0.00203816	0.000855517	0.0488294	0.229333	0.631651	1.58315	4.36047	20.4794	2.18325	0.00810426	0.0198524	0.0115133	0.0115499	0.00439153	0.00144603	0.004165	0.0196272	0.0137504	0.007233	0.00567011	0.0121546	0.0039711	0.00428896	0.00294248	0.00487374	0.0162658	1.18029e-05	0.00447008	0.000113066	0.000897507	0.00242288	0.016409	0.00464875	3.08843e-05	0.000518117	0.000272485	0.00257669	0.0601329	0.00554505	0.00970654	0.000471766	0.0043914	0.000878979	0.00873432	0.00802378	0.000969119	0.0087961	0.0178118	0.00397768	0.0144282	0.021833	0.0113775	0.00780214	0.016799	0.00255862	0.0128291	0.00632688	0.00595029	0.00782831	0.047139	0.0016291	0.0142312	0.0274924	0.00270902	0.00736459	0.0201573	0.00171303	0.00502017	0.00885824	0.0207781	0.00635268	0.0399386	0.0573516	0.052081	0.0292241	0.0222547	0.00233618	0.00186543	0.00224909	0.0137508	0.0224709	0.0436467	0.0140042	0.00528317	0.00273111	0.0354173	0.0449125	0.0105287	0.000319527	0.00194122	0.00407872	0.00371317	0.00360113	0.00151157	0.5659783
4896	-934.4033	-1079.02	144.6167	0.0203852	0.0109999	0.0129325	0.00899347	0.0025312	0.000251869	0.000842706	0.0122904	0.00997922	0.00220825	0.0101074	0.0117665	0.007996	0.00072869	0.00586168	0.00495364	0.00110375	0.000456747	0.00567698	0.000315278	0.00163186	0.000398176	0.0122107	0.00320426	0.000480024	0.00131183	0.00583102	0.00951486	0.0297422	0.00353757	0.00441991	0.000291101	0.00476929	0.0026978	0.000770834	0.00451064	0.0075866	0.00295537	0.01259	0.00736312	0.0056592	0.0101776	0.0111346	0.0021875	0.0331247	0.00302885	0.00190132	0.00206654	0.0151261	0.0111511	0.0337524	0.0044606	0.0121411	0.0162439	0.0311312	0.0207029	0.00549655	0.0266004	0.000500627	0.000727469	0.0103085	0.0116316	0.00360197	0.000678314	0.00392599	0.000926026	0.0591911	0.00252841	0.0307698	0.00124447	0.0218483	0.00584977	0.00120234	0.00556513	0.00232443	0.00246128	0.0105393	0.0182577	0.0229244	0.0136515	0.0187704	0.0666112	0.00651176	0.0355394	0.00289896	0.0842986	0.299309	0.686371	1.45694	3.34103	11.8626	1.788432	0.0238905	0.0128914	0.0151563	0.0105399	0.00296646	0.000295179	0.000987614	0.0144038	0.0116952	0.00258797	0.0118455	0.0137898	0.00937095	0.000853992	0.00686963	0.00580544	0.00129355	0.000535286	0.00665316	0.000369492	0.00191247	0.000466644	0.0143104	0.00375525	0.000562567	0.00153741	0.00683369	0.011151	0.0348565	0.00414588	0.00517993	0.000341157	0.00558939	0.00316171	0.000903382	0.00528627	0.00889115	0.00346355	0.014755	0.00862924	0.00663232	0.0119276	0.0130492	0.00256365	0.0388207	0.00354968	0.00222826	0.0024219	0.0177271	0.0130686	0.0395563	0.00522762	0.0142288	0.0190371	0.0364844	0.0242628	0.0064417	0.0311745	0.000586712	0.00085256	0.0120811	0.0136317	0.00422134	0.000794954	0.00460109	0.00108526	0.0693692	0.00296318	0.0360609	0.00145846	0.0256052	0.00685567	0.00140909	0.00652208	0.00272412	0.00288451	0.0123516	0.0213972	0.0268664	0.015999	0.0219981	0.0780653	0.00763149	0.0416506	0.00339745	0.8532752
4932	-930.0508	-1074.718	144.6677	0.00600784	0.0133708	0.0074673	0.00403983	0.00204155	0.000925125	0.00803368	0.00526218	0.00422097	0.006835	0.00373916	0.00578575	0.00128331	0.0066232	0.00466823	0.00168478	0.00480357	5.71078e-05	0.00556771	0.000579652	0.0015099	0.00219785	0.01016	0.00246119	5.72103e-05	0.000410036	0.00388571	0.0069661	0.0247472	0.00836059	0.00395537	0.0026845	0.00396833	0.00205289	0.000431262	0.0123265	0.000830173	0.0157191	0.0114599	0.00220848	0.00233352	0.00439483	0.0047134	0.000953404	0.0267394	0.00329317	0.00113828	0.000745808	0.0126505	0.00691497	0.0315011	0.00429807	0.00715361	0.00773048	0.0158881	0.0159037	0.00648707	0.0520323	0.000918932	0.00622	0.00673719	0.0107674	0.0081859	0.010545	0.00110563	0.00197085	0.0342108	0.00257632	0.0256023	0.000380769	0.00820685	0.0108851	0.000798577	0.00688416	0.00287071	0.00515349	0.00111219	0.00513062	0.00562311	0.0164962	0.00645455	0.0443068	0.00117435	0.0116252	0.00639144	0.0754278	0.283511	0.674857	1.4818	3.52721	13.2577	1.868829	0.00915	0.0203638	0.0113728	0.0061527	0.0031093	0.00140897	0.0122354	0.00801435	0.00642857	0.0104098	0.00569477	0.00881175	0.00195449	0.0100872	0.00710975	0.00256594	0.00731588	8.69756e-05	0.00847968	0.000882815	0.00229959	0.00334734	0.0154738	0.00374842	8.71318e-05	0.000624488	0.00591797	0.0106094	0.0376903	0.0127332	0.00602406	0.00408851	0.0060438	0.00312656	0.000656816	0.0187733	0.00126436	0.0239403	0.0174535	0.00336353	0.00355398	0.00669336	0.00717855	0.00145204	0.0407243	0.00501553	0.00173361	0.00113587	0.0192669	0.0105316	0.0479765	0.00654601	0.010895	0.0117736	0.0241977	0.0242215	0.00987986	0.0792456	0.00139954	0.00947311	0.0102608	0.0163989	0.0124672	0.0160601	0.00168389	0.00300163	0.0521033	0.00392375	0.0389925	0.000579914	0.0124991	0.0165781	0.00121624	0.0104846	0.00437212	0.00784881	0.00169387	0.00781397	0.00856405	0.0251239	0.00983034	0.0674796	0.00178855	0.0177052	0.00973421	0.6565951
4968	-927.3453	-1071.973	144.6273	0.029673	0.0153912	0.00384072	0.00327223	0.00452273	0.00110537	0.00344907	0.00739665	0.0212963	0.0079025	0.00215561	0.00705836	0.000172745	0.00298223	0.00474082	0.00219391	0.00462316	0.000557103	0.00136732	8.91298e-05	0.000494589	0.00216162	0.0140529	0.00055546	0.000688253	0.000165976	0.00263747	0.00934339	0.0151372	0.00947419	0.00473785	0.000551394	0.00178691	0.0034296	0.000532062	0.00397994	0.00440038	0.00613547	0.0112925	0.00286754	0.00243225	0.0149583	0.00894057	0.00750969	0.0148131	0.00317903	0.00359997	0.000230082	0.0420989	0.00441629	0.0291857	0.00929413	0.00985071	0.00115995	0.0160359	0.0022234	0.00142782	0.0473576	0.04017	0.000290732	0.00957267	0.0248921	0.0109709	0.00892962	0.000799013	0.00328568	0.0352483	0.00437302	0.0559981	0.00186129	0.018451	0.00293908	0.0033945	0.00658703	0.000897199	0.00464529	0.00686238	0.00482154	0.00497039	0.0430492	0.0108089	0.0618885	0.00307583	0.00424626	0.000586538	0.0816053	0.294606	0.682988	1.46415	3.39436	12.2541	1.81191	0.0366088	0.0189888	0.00473845	0.00403709	0.00557987	0.00136373	0.00425526	0.00912555	0.0262741	0.00974964	0.00265946	0.00870818	0.000213122	0.0036793	0.00584895	0.00270672	0.00570377	0.00068732	0.00168692	0.000109963	0.000610195	0.00266688	0.0173376	0.000685293	0.000849126	0.000204771	0.00325395	0.0115273	0.0186753	0.0116887	0.00584528	0.000680277	0.00220459	0.00423123	0.000656426	0.00491021	0.00542893	0.00756958	0.013932	0.0035378	0.00300076	0.0184547	0.0110303	0.00926501	0.0182755	0.0039221	0.00444143	0.000283862	0.0519391	0.00544856	0.0360076	0.0114665	0.0121532	0.00143108	0.0197842	0.0027431	0.00176155	0.058427	0.0495594	0.000358687	0.0118102	0.0307104	0.0135352	0.0110168	0.000985775	0.00405368	0.0434872	0.00539517	0.0690871	0.00229634	0.0227637	0.00362606	0.00418793	0.00812669	0.00110691	0.00573108	0.0084664	0.00594852	0.00613218	0.0531115	0.0133353	0.0763544	0.00379478	0.00523878	0.000723635	0.8105432
5004	-931.9189	-1075.661	143.7421	0.00969252	0.00388354	0.00272109	0.000500416	0.000229704	0.000816828	0.000271917	0.00469333	0.00467025	0.0008751	0.00104998	0.000528168	3.5516e-05	0.00145458	0.00148018	0.00309043	0.00518939	0.000712403	0.000976206	0.000248702	0.00364705	0.00034039	0.000751195	0.00196469	6.3232e-05	4.28274e-05	0.000291656	0.000678676	0.0109648	0.00307745	0.00637732	0.000404468	0.00172787	0.00159233	0.00530632	0.00370897	0.00206439	0.00321081	0.00220727	0.000538829	0.000383734	0.00250495	0.00400539	0.00259738	0.00877593	0.00285929	0.00886411	0.000896553	0.000902214	0.00107985	0.0109029	0.00105505	0.00637385	0.00546598	0.00448224	0.00268637	0.000535995	9.9068e-05	0.00192234	0.00045665	0.00306395	0.000269319	0.000157228	0.018706	0.0128992	0.00394413	0.00574075	0.00319359	0.00328672	0.00100774	0.00588746	0.00600097	0.00446265	0.00267476	0.00145036	0.00454376	0.011668	0.00629457	0.00316952	0.00408742	0.000136802	0.00531567	0.0025818	0.000392131	0.00295135	0.0244409	0.163637	0.568519	1.75895	6.11109	40.915	2.683667	0.0355276	0.014235	0.00997405	0.00183426	0.000841973	0.00299405	0.000996704	0.0172033	0.0171187	0.00320765	0.00384866	0.00193598	0.000130183	0.0053317	0.00542554	0.0113279	0.0190216	0.00261129	0.00357825	0.00091161	0.0133681	0.00124769	0.00275348	0.0072015	0.000231775	0.000156982	0.00106906	0.00248767	0.040191	0.0112803	0.0233759	0.00148256	0.00633346	0.00583665	0.0194501	0.0135951	0.00756697	0.0117691	0.00809066	0.00197506	0.00140656	0.00918181	0.0146816	0.00952061	0.0321679	0.0104806	0.0324911	0.00328629	0.00330704	0.00395816	0.0399643	0.00386724	0.0233631	0.0200354	0.0164295	0.00984679	0.00196467	0.00036313	0.00704627	0.00167384	0.0112308	0.000987179	0.000576313	0.0685663	0.0472817	0.0144571	0.0210425	0.011706	0.0120474	0.00369384	0.0215803	0.0219964	0.0163577	0.00980425	0.00531626	0.016655	0.0427686	0.0230725	0.0116178	0.0149823	0.000501443	0.0194844	0.00946351	0.00143734	0.0108181	0.2728165
5040	-943.7745	-1088.37	144.5959	0.0321561	0.00648001	0.00171591	0.00112638	0.00191768	0.00197565	0.00406897	0.00133275	0.0112485	0.00976335	0.0140697	0.00151819	0.00364269	0.00145271	0.00218631	0.00448618	0.00285525	0.00230161	0.00013457	0.00324305	0.00140344	0.00251395	0.00919977	0.00206701	0.00106413	0.000175716	0.0026917	0.00159809	0.0134638	0.002789	0.00145607	0.00398053	0.000637413	0.00315694	0.00410187	0.000714868	0.00121524	0.0230895	0.00152802	0.0118974	0.00396232	0.0121392	0.004271	0.00087903	0.0248222	0.0125766	0.00417594	0.0163819	0.0143822	0.000535948	0.000766645	0.00589962	0.00563202	0.0042287	0.0054285	0.0185647	0.00304996	0.000775413	0.00242658	0.00769118	0.00149122	0.00516228	0.0163051	0.00668573	0.0255232	0.0176917	0.0374952	0.0149111	0.0160113	0.00614383	0.00491123	0.00289128	0.0239561	0.0206036	0.00331013	0.000515149	0.0134126	0.00120223	0.00204595	0.00705721	0.00291351	0.0145228	0.00547757	0.000755915	0.00489149	0.0661836	0.265997	0.661564	1.51157	3.75944	15.1095	1.963365	0.0535136	0.0107839	0.00285558	0.00187449	0.00319135	0.00328783	0.0067715	0.00221794	0.0187196	0.016248	0.0234144	0.00252655	0.00606208	0.00241757	0.00363841	0.0074658	0.00475164	0.00383029	0.000223949	0.00539701	0.00233557	0.00418367	0.0153101	0.00343987	0.0017709	0.000292422	0.00447946	0.0026595	0.0224062	0.0046414	0.00242315	0.00662432	0.00106077	0.00525372	0.00682625	0.00118967	0.00202238	0.038425	0.00254289	0.0197995	0.00659402	0.0202017	0.00710771	0.00146286	0.0413086	0.0209297	0.0069495	0.0272624	0.0239345	0.000891913	0.00127583	0.00981801	0.00937269	0.00703731	0.009034	0.030895	0.00507568	0.00129043	0.00403827	0.0127995	0.00248165	0.00859095	0.0271346	0.0111262	0.0424751	0.0294421	0.0623987	0.0248148	0.0266457	0.0102244	0.00817317	0.00481161	0.0398673	0.034288	0.00550864	0.0008573	0.022321	0.00200072	0.00340483	0.0117445	0.0048486	0.0241686	0.00911565	0.00125798	0.00814032	0.6008971
5076	-932.6544	-1076.421	143.767	0.00964516	0.0023841	0.00201962	0.000498235	0.000795337	0.000908773	0.000476654	0.00477288	0.00324894	0.000276746	0.00368918	0.00221252	0.000280107	0.000322305	0.000518613	0.00186361	0.00355476	2.37611e-05	0.00144461	0.00177873	0.000551716	0.0012858	0.00197031	0.00452424	0.000748947	0.000582897	0.000510107	0.000456294	0.00781366	0.00249975	0.00185992	0.0005074	0.00299706	0.000833399	0.0011471	0.00286397	0.00335822	0.00597053	0.00119902	0.00321566	0.0023907	0.00347107	0.00125386	0.00217404	0.00846646	0.00290015	0.0057976	0.00280009	0.00104875	0.00120529	0.0105367	0.00175956	0.00313863	0.00166663	0.00327005	0.00403588	0.000488834	0.00148871	0.000247988	0.000742967	0.000888051	0.00279158	0.00525648	0.012369	0.0221234	0.0106077	0.015891	0.00591724	0.00738024	0.00248523	0.00100715	0.00064657	0.00264743	0.00161522	0.017109	0.000322033	0.00612647	0.00651567	0.0016754	0.00257899	0.0008233	0.00381155	0.000127635	0.00116868	0.000625022	0.0250581	0.165639	0.570681	1.75229	6.03722	39.9073	2.665636	0.0348195	0.00860671	0.00729094	0.00179865	0.00287121	0.00328071	0.00172074	0.0172303	0.0117288	0.000999065	0.0133181	0.00798731	0.0010112	0.00116354	0.00187222	0.00672771	0.0128328	8.57787e-05	0.00521511	0.0064213	0.00199172	0.00464178	0.00711291	0.0163327	0.00270374	0.00210429	0.00184151	0.00164725	0.0282077	0.00902423	0.00671441	0.00183174	0.0108195	0.00300861	0.00414108	0.0103391	0.0121233	0.0215539	0.00432852	0.0116087	0.00863053	0.0125307	0.0045265	0.0078484	0.0305643	0.0104697	0.0209296	0.0101085	0.00378604	0.00435116	0.0380381	0.00635208	0.0113306	0.00601662	0.011805	0.0145697	0.00176471	0.00537433	0.00089525	0.00268215	0.00320591	0.0100777	0.0189762	0.0446527	0.0798664	0.0382943	0.0573671	0.0213615	0.026643	0.00897181	0.00363588	0.00233415	0.00955736	0.00583102	0.0617643	0.00116256	0.0221168	0.0235219	0.00604826	0.00931028	0.00297215	0.0137599	0.000460767	0.004219	0.00225636	0.2770046
5112	-925.4967	-1069.486	143.9895	0.00907231	0.00469375	0.00330045	0.000837814	0.00218239	0.000121985	0.00640573	0.00410081	0.00261396	0.000947942	0.00340755	0.00213207	0.000270343	0.0013421	0.00139042	0.00133005	0.00332103	1.98323e-05	0.00186861	0.000333196	0.000144444	0.00181818	0.00187095	0.00360616	0.000217235	0.000466328	0.000474233	0.000101651	0.00768053	0.00296007	0.00212084	2.02488e-05	0.00284592	0.00148201	0.000218871	0.00381003	0.00126054	0.00505733	0.00322999	0.00076326	0.0042956	0.00335492	0.00119063	0.000628991	0.0162615	0.00430506	0.00404499	0.00121036	0.000253365	0.000899335	0.0152965	0.000502046	0.00180285	0.00774752	0.00432637	0.00370793	0.00126133	0.00080484	0.00201501	0.00137607	0.000118063	0.00265081	0.00205441	0.0118186	0.0229872	0.0108252	0.01201	0.0061301	0.00286799	0.0043525	0.00202476	0.00125651	0.0155437	0.00201026	0.0303173	0.000669045	0.00422558	0.018306	0.00179188	0.00252696	0.000330314	0.00281355	0.000347863	0.00034739	9.50213e-05	0.0312769	0.184551	0.590258	1.69417	5.41855	31.9725	2.505344	0.0280401	0.0145071	0.0102008	0.00258946	0.00674519	0.000377025	0.0197984	0.0126745	0.00807905	0.00292984	0.0105318	0.00658967	0.000835561	0.00414809	0.00429743	0.00411084	0.0102644	6.12964e-05	0.00577538	0.00102982	0.000446439	0.00561952	0.00578262	0.0111457	0.000671416	0.0014413	0.00146573	0.000314176	0.0237385	0.00914881	0.00655496	6.25837e-05	0.008796	0.00458049	0.000676474	0.0117758	0.003896	0.0156309	0.00998306	0.00235904	0.0132766	0.0103692	0.00367994	0.00194405	0.0502601	0.0133058	0.012502	0.00374091	0.000783085	0.00277961	0.0472774	0.00155169	0.00557214	0.0239456	0.0133717	0.0114603	0.00389844	0.00248755	0.00622787	0.00425308	0.000364902	0.00819295	0.00634964	0.0365282	0.0710474	0.0334578	0.0371199	0.0189465	0.0088642	0.0134524	0.00625799	0.00388354	0.0480414	0.0062132	0.0937027	0.00206784	0.0130601	0.0565792	0.00553824	0.00781018	0.00102091	0.00869596	0.00107515	0.00107369	0.000293686	0.3235474
