Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	tree_length
4176	-936.4811	-1081.242	144.7604	0.0242967	0.0113805	0.0131435	0.0029595	0.00469954	0.0016373	0.00158736	0.00794979	0.00374627	0.00443138	0.00371352	0.00199172	0.00927645	0.0026897	0.00936786	0.00544601	0.002813	0.00689631	0.000520311	0.00159735	0.00450508	0.00260221	0.00635142	0.0101835	0.0112715	0.00101902	0.00120037	0.00971482	0.0385072	0.0014261	0.0104207	0.00218718	0.00121573	0.00179415	0.000263955	0.0142205	0.00707234	0.0192228	0.0115223	0.00307531	0.00119641	0.0130147	0.00929041	0.00699691	0.130307	0.0136709	0.0107359	0.0526392	0.000646926	0.00171981	0.023597	0.00899817	0.0180982	0.0181335	0.0248851	0.0100456	0.0113424	0.0389819	0.0172981	0.00163072	0.0206739	2.85119e-05	0.0146293	0.000876272	0.00169463	0.00515139	0.0021403	0.026636	0.00111211	0.00115717	0.00968309	0.0260131	0.0335158	0.00794119	0.00104884	0.0201154	0.00236328	0.00758883	0.00752574	0.0283333	0.0038145	0.0152762	0.0178916	0.00168937	0.00523204	0.116326	0.35021	0.72084	1.38727	2.85543	8.5965	1.555578	0.0254875	0.0119383	0.0137876	0.00310454	0.00492986	0.00171755	0.00166515	0.0083394	0.00392987	0.00464856	0.00389552	0.00208933	0.00973108	0.00282152	0.00982697	0.00571292	0.00295086	0.00723429	0.000545811	0.00167564	0.00472587	0.00272974	0.0066627	0.0106826	0.0118239	0.00106896	0.0012592	0.0101909	0.0403944	0.00149599	0.0109315	0.00229437	0.00127531	0.00188208	0.000276891	0.0149175	0.00741895	0.0201649	0.012087	0.00322603	0.00125504	0.0136525	0.00974573	0.00733982	0.136693	0.0143409	0.0112621	0.055219	0.000678631	0.0018041	0.0247534	0.00943916	0.0189852	0.0190222	0.0261047	0.0105379	0.0118982	0.0408924	0.0181459	0.00171064	0.0216872	2.99093e-05	0.0153463	0.000919217	0.00177768	0.00540385	0.00224519	0.0279414	0.00116661	0.00121389	0.0101576	0.0272879	0.0351584	0.00833039	0.00110024	0.0211012	0.0024791	0.00796076	0.00789457	0.0297219	0.00400144	0.0160248	0.0187685	0.00177216	0.00548846	0.9532806
4212	-922.4676	-1066.662	144.1945	0.013631	0.00920054	0.0019727	0.000732334	0.00167417	0.00156929	0.00574798	0.00500812	0.00743404	0.00375013	0.00178051	0.00220651	0.00341767	0.00300536	0.00160981	0.00262206	0.0028863	0.00166811	2.8538e-05	0.00110687	0.000359921	0.00188647	0.0013418	0.000701281	0.00194518	0.000154614	0.0037791	0.000295802	0.00382738	0.00879599	0.00713211	0.00180938	0.000524065	0.0020788	0.00908113	0.00369652	0.00180247	0.00980447	0.00389679	0.000716562	0.00092622	0.00229149	0.00156397	0.00316951	0.00115487	0.0123203	0.0102514	0.0100221	1.82387e-07	0.00283816	0.00612848	0.017563	0.00125867	0.00618443	0.000197014	0.0221005	0.0117024	0.000509194	0.00677926	0.00401223	0.00366114	0.0279558	0.0161446	0.00728287	0.00010507	0.00327379	0.00338327	0.00444994	0.00399062	0.0199282	0.0234169	0.0594291	0.00880895	0.00135564	0.00779468	0.00204759	6.98355e-06	0.00414999	0.00205873	0.0223914	0.00546277	0.00135891	0.00760854	0.00337445	0.00106788	0.0370617	0.200475	0.605698	1.65099	4.98814	26.9821	2.382636	0.0274728	0.0185434	0.00397591	0.00147599	0.00337423	0.00316285	0.0115849	0.0100937	0.0149831	0.00755826	0.00358855	0.00444715	0.00688819	0.0060572	0.00324452	0.00528468	0.00581723	0.00336202	5.75174e-05	0.00223086	0.000725408	0.00380212	0.00270435	0.00141341	0.00392044	0.000311619	0.00761666	0.000596179	0.00771394	0.017728	0.0143745	0.00364674	0.00105623	0.00418975	0.0183027	0.0074502	0.00363283	0.0197606	0.00785385	0.00144421	0.00186676	0.00461842	0.00315214	0.00638804	0.0023276	0.0248312	0.0206613	0.0201993	3.67595e-07	0.00572022	0.0123517	0.0353977	0.00253681	0.0124645	0.000397075	0.0445429	0.0235858	0.00102626	0.0136634	0.00808651	0.0073789	0.0563439	0.0325389	0.0146784	0.000211766	0.00659822	0.00681887	0.00896871	0.00804296	0.0401646	0.0471959	0.119777	0.0177541	0.00273224	0.0157099	0.00412685	1.40751e-05	0.00836416	0.00414931	0.0451291	0.01101	0.00273884	0.0153348	0.00680109	0.00215227	0.4961633
4248	-931.0595	-1075.463	144.403	0.0109618	0.00924507	0.00195703	0.00233764	0.00115935	0.00283083	0.00578932	0.00485231	0.00502076	0.00287997	0.00168869	0.00376369	0.0028393	0.00125596	0.00183718	0.00268248	0.00273745	0.00178763	0.00423263	0.000910708	0.00125874	0.00230394	0.00127261	0.00158118	0.00130478	0.00071027	0.00560903	0.00122693	0.0139575	0.0074922	0.00289741	0.000478946	0.00124307	0.00170629	0.00991151	0.00388485	0.00249111	0.00460217	0.00344001	0.00054678	0.0024698	0.00869837	0.00570831	0.00412828	0.000199689	0.010961	0.0137317	0.00621424	2.62749e-07	0.00321531	0.00840644	0.0175031	0.00098857	0.00144484	0.00166448	0.0164958	0.00624487	0.0010172	0.00494865	0.00161178	0.00278323	0.0265141	0.010703	0.0161392	0.00131834	0.00478298	0.0032088	0.00645831	0.00364634	0.018005	0.0222093	0.0363923	0.00212278	0.00237383	0.00612476	0.00449088	1.14595e-06	0.00228906	0.00242008	0.0113166	0.00449509	3.36893e-05	0.00713556	0.00336936	0.00513764	0.0497012	0.231321	0.633354	1.5789	4.323	20.1203	2.170455	0.0239438	0.020194	0.00427473	0.00510611	0.00253237	0.00618337	0.0126456	0.0105989	0.0109668	0.0062907	0.00368859	0.00822101	0.00620188	0.0027434	0.00401294	0.00585933	0.00597941	0.00390472	0.00924533	0.00198926	0.00274946	0.00503249	0.00277975	0.00345376	0.00285002	0.00155144	0.0122518	0.00267997	0.0304873	0.0163652	0.00632881	0.00104616	0.00271524	0.00372704	0.0216497	0.00848567	0.00544131	0.0100525	0.007514	0.00119433	0.00539479	0.0189998	0.0124686	0.00901739	0.000436181	0.023942	0.0299942	0.0135737	5.73921e-07	0.00702319	0.0183622	0.038232	0.00215933	0.00315595	0.00363572	0.0360318	0.0136406	0.00222186	0.0108093	0.0035206	0.00607941	0.0579147	0.0233786	0.0352529	0.00287965	0.0104474	0.00700898	0.0141069	0.00796468	0.0393282	0.0485117	0.0794917	0.00463678	0.00518514	0.0133783	0.00980941	2.50309e-06	0.00499999	0.00528617	0.0247188	0.00981861	7.35873e-05	0.0155862	0.00735968	0.0112221	0.4578133
4284	-931.2001	-1075.546	144.3458	0.00858362	0.00680227	0.005329	0.00012356	0.0049512	0.00270815	0.00159857	0.00308599	0.00577877	0.00560725	0.00186554	0.00777012	0.00138395	0.00390595	0.00111565	0.00345441	0.00219362	0.000893319	0.000267539	0.000390806	0.00118424	0.000741032	0.00401257	0.000294159	0.00153647	0.000878603	0.00383945	0.00231653	0.0194728	0.00161463	0.000732838	0.000646002	0.0024267	0.00313241	0.00212426	0.00287643	0.00408435	0.0097988	0.00360955	0.000523834	0.00219043	0.00318326	0.0043239	0.00289755	0.0332964	0.00530828	0.00128261	0.0344079	0.00139772	0.00114721	0.00404373	0.00426452	0.00949468	0.00303326	0.0185039	0.00582238	0.00105824	0.0191653	0.0157385	0.00240055	0.003453	0.00131121	0.00209505	0.00705456	0.000966922	0.00256498	0.00407115	0.01137	0.00284605	0.004377	0.00191734	0.0211986	0.0174759	0.00709044	0.00706086	0.0102715	0.00610702	5.0375e-05	0.00407845	0.00666291	0.000724699	0.000785491	0.00177112	0.00458312	0.00107671	0.0462269	0.223288	0.626409	1.5964	4.47852	21.6324	2.222853	0.0196161	0.0155452	0.0121784	0.000282371	0.011315	0.00618892	0.0036532	0.0070524	0.0132062	0.0128142	0.00426331	0.017757	0.00316273	0.00892626	0.00254959	0.00789437	0.00501308	0.0020415	0.000611406	0.000893108	0.00270634	0.00169348	0.00916992	0.000672241	0.00351128	0.00200787	0.00877428	0.00529397	0.0445011	0.0036899	0.00167475	0.00147631	0.00554574	0.00715848	0.00485456	0.00657349	0.00933396	0.0223932	0.0082489	0.00119712	0.00500579	0.0072747	0.00988141	0.00662175	0.0760923	0.012131	0.00293114	0.0786322	0.00319422	0.00262173	0.00924113	0.0097457	0.0216982	0.0069319	0.0422869	0.0133059	0.0024184	0.0437984	0.0359672	0.00548598	0.00789114	0.0029965	0.00478781	0.0161218	0.0022097	0.00586174	0.00930379	0.0259839	0.00650408	0.0100027	0.0043817	0.0484451	0.0399377	0.0162038	0.0161362	0.0234734	0.0139564	0.000115122	0.00932048	0.0152267	0.00165615	0.00179508	0.00404753	0.0104738	0.00246061	0.4375798
4320	-918.1701	-1062.033	143.8625	0.0129061	0.00390642	0.00235566	0.000527174	1.85457e-05	0.000881682	0.00253013	0.00192411	0.00285144	0.00242282	0.00076133	0.0024305	0.000226813	0.000572762	4.71471e-05	0.000463822	0.00205107	0.000379326	0.00218263	0.00226253	0.000987394	0.000536492	0.00303724	0.00192676	0.00149187	0.00082005	0.00026256	0.000432949	0.010591	0.000558517	0.00450782	0.000666132	0.00172086	0.000408748	0.00203579	0.00281788	0.00014307	0.00617365	0.00246998	0.00178182	0.00193803	0.00339772	0.00125964	0.00211395	0.00310361	0.00453581	0.000441531	0.00174653	0.00535919	0.00162337	0.00352695	0.00261551	0.000215954	0.000265132	0.00683881	0.00329274	0.0058022	0.000522031	0.00185521	0.0297902	0.0263569	0.00852539	0.000887853	0.00102418	0.00251999	0.027775	0.00188446	0.00253005	0.00675265	0.0020489	0.00261238	0.00157039	0.00449043	0.00193591	0.00696718	4.35302e-05	0.0184029	0.00965058	0.0026388	0.011066	0.000889757	0.0105011	0.000587553	8.93262e-05	0.00865971	0.0261522	0.169128	0.574404	1.74094	5.91269	38.2377	2.634735	0.0396223	0.0119929	0.007232	0.00161845	5.69361e-05	0.00270681	0.00776762	0.00590712	0.00875407	0.00743819	0.00233732	0.00746176	0.000696328	0.00175841	0.000144744	0.00142396	0.00629688	0.00116455	0.00670078	0.00694608	0.00303135	0.00164706	0.00932447	0.00591526	0.00458011	0.00251759	0.000806074	0.00132918	0.032515	0.00171468	0.0138392	0.00204506	0.00528314	0.00125488	0.00624997	0.00865105	0.000439233	0.0189534	0.00758295	0.00547028	0.00594986	0.0104312	0.00386716	0.00648994	0.00952823	0.0139252	0.00135552	0.00536195	0.016453	0.00498383	0.0108279	0.00802975	0.000662989	0.000813968	0.0209955	0.0101089	0.017813	0.00160266	0.00569559	0.0914573	0.0809169	0.0261734	0.00272575	0.00314427	0.0077365	0.0852707	0.00578538	0.00776737	0.020731	0.00629022	0.00802013	0.00482117	0.0137858	0.00594333	0.0213896	0.00013364	0.0564979	0.0296278	0.00810124	0.033973	0.0027316	0.032239	0.00180382	0.000274236	0.0265857	0.3257276
4356	-923.6201	-1067.985	144.3646	0.0413989	0.0159444	0.00771098	3.61351e-05	0.00104918	0.00178365	0.0100925	0.00538096	0.0104206	0.0102229	0.00714571	0.000646402	7.37219e-05	0.00484672	0.00129987	0.00953367	0.00215296	0.00177417	0.000192399	0.000109082	0.00802176	0.00200599	0.0128854	0.00199388	0.0011309	0.00258269	0.00112338	0.00212857	0.0159932	0.00112051	0.00724696	0.00047286	0.000968107	0.00468159	0.0130109	0.0110423	0.00538357	0.016824	0.00159859	0.0121685	0.00669365	0.0116778	0.00347119	0.00185352	0.0934093	0.0378052	0.00369355	0.0669874	0.00726334	0.00442454	0.00542634	0.00512602	0.00472808	0.00875233	0.00301713	0.00604317	0.00405107	0.0607681	0.0139963	0.000170486	0.00858654	0.00370905	0.0130507	0.00564701	0.00814467	0.000617424	0.017361	0.0310641	0.00391192	0.00947062	0.00655098	0.045537	0.017261	0.00505942	0.0279447	0.0105822	0.00212274	7.14007e-05	0.00265075	0.0142059	0.000911228	0.00825575	0.0156491	0.00468798	9.70384e-06	0.060414	0.254424	0.652447	1.53269	3.93045	16.5525	2.029318	0.0477706	0.0183983	0.00889777	4.16966e-05	0.00121066	0.00205817	0.0116459	0.00620914	0.0120244	0.0117962	0.0082455	0.000745889	8.50684e-05	0.00559267	0.00149993	0.011001	0.00248431	0.00204723	0.000222011	0.000125871	0.00925638	0.00231473	0.0148686	0.00230076	0.00130496	0.00298019	0.00129627	0.00245617	0.0184547	0.00129296	0.00836233	0.000545637	0.00111711	0.00540213	0.0150134	0.0127418	0.00621215	0.0194134	0.00184463	0.0140413	0.00772386	0.0134751	0.00400544	0.00213879	0.107786	0.0436238	0.00426201	0.0772973	0.00838123	0.00510552	0.0062615	0.00591496	0.00545577	0.0100994	0.00348149	0.00697326	0.00467456	0.0701208	0.0161504	0.000196725	0.00990808	0.00427991	0.0150593	0.00651613	0.0093982	0.000712451	0.020033	0.0358451	0.00451399	0.0109282	0.00755923	0.0525455	0.0199176	0.00583811	0.0322456	0.0122109	0.00244945	8.23898e-05	0.00305873	0.0163923	0.00105147	0.00952638	0.0180576	0.0054095	1.11973e-05	0.86662
4392	-932.4413	-1076.955	144.5135	0.0181277	0.0100211	0.00247608	0.000161857	0.00128622	0.00471062	0.00889601	0.00876824	0.0025121	0.00842954	0.00340146	0.00524221	0.000798918	0.00787475	0.00293107	0.00116512	0.00735082	0.00212729	0.00436656	0.000827877	0.000168335	0.00199835	0.00237277	0.0039575	0.0010963	0.00100094	0.00110433	0.006247	0.010708	0.011527	0.0016555	0.00205599	0.000964421	0.00159127	0.00347511	0.0129045	0.00533214	0.00960934	0.00742796	0.012621	0.00841489	0.0150958	0.00478867	0.00553359	0.0862894	0.0396018	0.00494469	0.0248626	0.00294694	0.00897306	0.00577507	0.00105609	0.0110709	0.00694583	0.00082746	0.00756933	0.0108095	0.0499213	0.016283	0.00146221	0.00731595	0.00366945	0.0139844	0.0115655	0.00068107	0.00131921	0.00378238	0.00777846	0.0044668	0.0246855	0.00442961	0.0393768	0.0227598	0.00350228	0.0107513	0.0153079	0.00849759	0.000118869	0.00278224	0.0141518	0.00181192	0.0134709	0.010365	0.00101956	8.70704e-06	0.0650609	0.263787	0.659845	1.51551	3.79094	15.3702	1.975736	0.0244946	0.0135408	0.00334575	0.000218705	0.00173797	0.00636511	0.0120205	0.0118479	0.00339441	0.0113902	0.00459615	0.00708341	0.00107952	0.0106406	0.00396053	0.00157434	0.00993262	0.00287445	0.00590021	0.00111865	0.000227458	0.00270022	0.00320615	0.00534747	0.00148135	0.0013525	0.00149221	0.00844111	0.0144689	0.0155756	0.00223695	0.00277811	0.00130315	0.00215017	0.00469566	0.0174369	0.00720493	0.0129844	0.0100369	0.0170538	0.0113704	0.0203979	0.00647058	0.00747713	0.116597	0.053511	0.00668139	0.033595	0.00398198	0.0121246	0.00780343	0.00142701	0.0149593	0.00938539	0.00111809	0.0102279	0.0146061	0.0674549	0.022002	0.00197578	0.0098855	0.00495826	0.0188961	0.0156276	0.000920279	0.00178255	0.00511085	0.0105105	0.00603566	0.0333557	0.0059854	0.053207	0.0307537	0.00473237	0.0145275	0.0206844	0.0114822	0.000160619	0.00375944	0.0191222	0.00244832	0.0182022	0.0140054	0.00137766	1.17652e-05	0.7400686
4428	-933.936	-1078.516	144.5803	0.0253433	0.0281213	0.00211877	0.0120196	0.00475095	0.00461039	0.00310941	0.00247894	0.0171296	0.00400646	0.00294796	0.00988291	0.00291899	0.000609126	0.00376987	0.00575006	0.00551669	0.00165092	0.00386654	0.00167812	0.00122795	0.00368053	0.0148892	0.00568915	0.00349876	0.00134343	0.00160647	0.00637921	0.0376282	0.00094878	0.00812636	0.00171916	0.000371979	0.000734464	0.00747964	0.0167411	0.00305829	0.0221501	0.00912629	0.00207709	0.00427421	0.011458	0.0124226	0.00308619	0.0690781	0.0072747	0.00195009	0.0691073	0.00361997	0.0136005	0.00123003	0.00129728	0.0175461	0.0103823	0.00385078	0.00965143	0.0093603	0.0434899	0.00856998	0.00534306	0.00507459	0.0069916	0.0140187	0.0162768	0.00613684	0.00104115	0.00456386	0.0232229	0.00459353	0.0398588	0.01087	0.0483698	0.0292196	0.00829295	0.0077113	0.0275301	0.00157151	1.60079e-05	0.00489326	0.0154724	0.0157319	0.0108981	0.0193403	0.000976633	0.000121048	0.0868933	0.303767	0.689545	1.45023	3.29199	11.5084	1.766511	0.0275428	0.0305619	0.00230265	0.0130628	0.00516328	0.00501052	0.00337927	0.00269408	0.0186163	0.00435417	0.00320381	0.0107406	0.00317233	0.000661991	0.00409705	0.0062491	0.00599547	0.0017942	0.00420211	0.00182376	0.00133452	0.00399995	0.0161814	0.0061829	0.00380241	0.00146003	0.00174589	0.00693285	0.0408939	0.00103112	0.00883163	0.00186836	0.000404262	0.000798207	0.00812878	0.018194	0.00332372	0.0240724	0.00991834	0.00225736	0.00464516	0.0124524	0.0135008	0.00335404	0.0750732	0.00790606	0.00211934	0.075105	0.00393414	0.0147809	0.00133678	0.00140987	0.0190689	0.0112834	0.00418498	0.0104891	0.0101727	0.0472643	0.00931376	0.00580677	0.00551501	0.00759839	0.0152354	0.0176894	0.00666944	0.00113151	0.00495995	0.0252384	0.00499219	0.0433181	0.0118134	0.0525677	0.0317555	0.00901268	0.00838055	0.0299194	0.0017079	1.73972e-05	0.00531794	0.0168152	0.0170972	0.0118439	0.0210188	0.00106139	0.000131553	0.9201424
4464	-918.4194	-1062.604	144.1844	0.00833268	0.00350761	0.00269396	0.00361256	0.000548107	0.000134582	0.000586173	0.001493	0.00530162	0.00812664	0.00140467	0.00188598	0.00657585	0.000984971	0.000408496	0.00168236	0.00342559	0.00173063	0.00160672	0.00137801	0.00253148	0.000584753	0.00131342	0.00138622	0.00027247	0.000856975	0.000272601	0.00114386	0.00931764	0.00228301	0.0045145	5.18461e-05	0.000109644	0.00154516	9.26722e-05	0.00121447	0.00116893	0.0046005	0.00123568	0.00243194	0.000660174	0.00402419	0.0052311	0.00198715	0.0066959	0.00445656	0.000438987	0.00648524	0.00544418	0.00029937	0.00151104	0.00075824	0.00403709	0.000680083	0.0091929	0.0042578	0.00812783	0.00122271	0.00143371	0.0128122	0.0124977	0.00888449	0.00183864	0.00107783	0.00526455	0.0279359	0.00448222	0.00711512	0.00460485	0.000627044	0.013021	0.00176599	0.00378685	0.00153219	0.00167425	0.00287421	0.00341309	0.0071803	0.000595258	0.0083335	0.00334573	0.00804553	0.00461932	0.0120826	0.00796771	0.0407632	0.210003	0.614535	1.62725	4.76185	24.5319	2.313802	0.0255079	0.0107375	0.00824674	0.0110587	0.00167786	0.000411981	0.00179439	0.00457036	0.0162293	0.0248772	0.00429995	0.00577333	0.0201299	0.00301518	0.00125049	0.00515003	0.0104864	0.00529778	0.00491849	0.00421835	0.00774935	0.00179004	0.00402063	0.0042435	0.000834083	0.00262336	0.000834482	0.00350157	0.0285231	0.00698873	0.0138197	0.000158711	0.000335642	0.00473003	0.000283687	0.00371773	0.00357832	0.014083	0.00378266	0.00744463	0.00202092	0.0123188	0.0160134	0.00608305	0.0204974	0.0136424	0.00134382	0.0198525	0.0166657	0.000916427	0.00462558	0.00232112	0.0123583	0.00208186	0.0281412	0.0130339	0.0248808	0.00374295	0.00438885	0.0392205	0.038258	0.0271971	0.00562843	0.00329945	0.0161158	0.085517	0.0137209	0.0217807	0.0140963	0.0019195	0.0398597	0.00540602	0.0115923	0.00469032	0.00512519	0.00879849	0.0104481	0.0219803	0.0018222	0.0255104	0.0102419	0.0246289	0.0141406	0.0369872	0.0243907	0.3266703
4500	-919.2257	-1063.592	144.366	0.0107219	0.00931737	0.00183116	0.00276661	0.00132513	0.00173706	0.000157765	0.00150864	0.0094367	0.00150597	0.00415744	0.000391567	0.00198398	0.000805976	0.00075004	0.00298056	0.00449371	0.00939615	0.00127765	0.000629072	0.00136827	0.000801848	0.00110914	0.00232712	0.00432455	0.00210252	0.000719812	0.00736484	0.0283273	0.00321208	0.00571857	0.00050143	3.56854e-05	0.00235774	0.00139948	0.00347082	7.31389e-05	0.00899666	0.00543692	0.00116944	0.00392804	0.00680632	0.00165174	0.00449691	0.033556	0.00621728	0.00361973	0.0419028	0.0028014	0.00228904	0.00441937	0.00415183	0.00816103	0.00900263	0.0156462	0.00784246	0.00197929	0.0469648	0.00742489	0.00155199	0.0182493	0.00443953	0.00664143	0.00577791	0.00654812	0.00134048	0.00229457	0.00656369	0.00301001	0.0271461	0.00830835	0.0304545	0.0155845	0.0139598	0.00174402	0.00353026	0.00462205	0.000445279	0.000422895	0.00987351	0.0159111	0.000925495	0.00777569	0.00680958	0.00200527	0.0475155	0.226302	0.629035	1.58974	4.41886	21.0458	2.202973	0.0189169	0.0164389	0.00323076	0.00488119	0.00233797	0.00306474	0.00027835	0.00266172	0.0166494	0.00265702	0.00733507	0.000690852	0.00350039	0.001422	0.00132331	0.00525867	0.00792837	0.0165779	0.00225419	0.00110989	0.00241407	0.00141472	0.00195689	0.0041058	0.00762992	0.00370953	0.00126998	0.012994	0.0499786	0.00566715	0.0100894	0.000884685	6.29606e-05	0.00415981	0.00246914	0.00612365	0.000129041	0.015873	0.00959249	0.00206327	0.00693034	0.0120086	0.00291421	0.007934	0.0592037	0.0109693	0.00638638	0.0739301	0.00494258	0.0040386	0.0077972	0.00732518	0.0143987	0.0158836	0.0276049	0.0138366	0.00349211	0.0828611	0.0130999	0.00273822	0.0321977	0.00783278	0.0117176	0.0101941	0.011553	0.00236504	0.00404837	0.0115805	0.00531064	0.0478946	0.0146586	0.0537316	0.0274961	0.0246297	0.00307702	0.00622853	0.0081548	0.000785616	0.000746124	0.0174201	0.0280723	0.00163287	0.0137188	0.0120143	0.00353796	0.566789
4536	-928.5339	-1073.037	144.5027	0.0439734	0.0101381	0.00773297	0.00922064	0.00575218	0.000348924	0.00112364	0.0189241	0.0141508	0.00361583	0.00112208	0.00380979	0.000950485	0.00131952	0.00051882	0.00248498	0.00481824	0.00404839	0.00524577	0.00661459	0.00049837	0.00384476	0.0089849	0.00154721	0.00598684	0.00399643	0.00302098	0.0115085	0.050473	0.0023	0.00790161	0.000375776	0.000418411	0.00307869	0.000906756	0.00271387	0.00608891	0.0121757	0.0071883	0.00512595	0.0125251	0.00649029	0.00241467	0.013909	0.00926608	0.00232335	0.00388568	0.00990411	0.0185999	0.00110908	0.00838961	0.001062	0.00115471	0.00238362	0.0409953	0.00749495	0.0319059	0.0187822	0.000457191	0.0659667	0.0662882	0.00180316	0.0057565	0.00878042	0.0113171	0.0543121	0.0230473	0.00969392	0.00690988	0.00499994	0.0117862	0.00607205	0.00930623	0.0111504	0.00898055	0.000730465	0.0113257	0.00846989	0.0169606	0.0166455	0.0171569	0.0139409	0.00722421	0.00903128	0.0436967	0.0788734	0.289754	0.679459	1.47176	3.4512	12.6786	1.836531	0.047362	0.0109193	0.00832887	0.00993118	0.00619544	0.000375812	0.00121022	0.0203823	0.0152412	0.00389446	0.00120855	0.00410337	0.00102373	0.0014212	0.0005588	0.00267647	0.00518953	0.00436036	0.00565001	0.0071243	0.000536774	0.00414104	0.00967727	0.00166644	0.00644818	0.00430439	0.00325378	0.0123953	0.0543625	0.00247724	0.00851051	0.000404733	0.000450654	0.00331593	0.00097663	0.002923	0.00655812	0.013114	0.00774222	0.00552096	0.0134903	0.00699043	0.00260075	0.0149808	0.00998012	0.00250239	0.00418511	0.0106673	0.0200332	0.00119454	0.00903611	0.00114383	0.0012437	0.0025673	0.0441544	0.0080725	0.0343646	0.0202296	0.000492422	0.0710501	0.0713964	0.00194211	0.00620009	0.00945704	0.0121892	0.0584973	0.0248234	0.0104409	0.00744235	0.00538524	0.0126944	0.00653996	0.0100234	0.0120096	0.00967259	0.000786754	0.0121985	0.00912258	0.0182676	0.0179281	0.018479	0.0150152	0.0077809	0.00972723	0.0470639	0.9284538
